requirement_id,model,strategy,sample_index,generated_plantuml,precision,recall,f1_score,matched_count,missing_count,excess_count,completeness_score,correctness_score,hallucination_score,completeness_std,correctness_std,hallucination_std,individual_scores,judge_summary,missing_elements,errors,fabricated_elements,timestamp,source_file
REQ-01,google/gemini-2.5-flash,zero-shot,0,"class FileSystemElement {
  size : Real
  name : String
  location : String
  creationTime : Timestamp
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  asString() : String
}

class File {
  extension : String
  lastModificationTime : Timestamp
}

class Folder {
}

FileSystemElement ""1"" -- ""1"" Timestamp : creationTime
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" -- ""1"" Timestamp : lastModificationTime
Folder ""1"" *-- ""0..*"" FileSystemElement",0.8421052631578947,0.8,0.8205128205128205,16,4,3,5.0,3.8,5.0,0.0,1.3038404810405297,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [2, 5, 4, 5, 3], 'hallucination': [5, 5, 5, 5, 5]}","The UML diagram includes all required elements but contains a fundamental error in the multiplicities of the folder containment relationship, misrepresenting the requirements.",[],[],[],2025-12-21T09:28:05.121929,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,zero-shot,1,"class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  asString() : String
}

class File {
  extension : String
}

class Folder {
}

FileSystemElement ""1"" -- ""1"" Timestamp : creationTimestamp >
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" -- ""1"" Timestamp : lastModificationTimestamp >
Folder ""1"" o-- ""0..*"" FileSystemElement
FileSystemElement ""1"" -- ""1"" Folder : partOf >",0.8823529411764706,0.75,0.8108108108108107,15,5,2,5.0,4.2,5.0,0.0,0.4472135954999579,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [4, 5, 4, 4, 4], 'hallucination': [5, 5, 5, 5, 5]}","The UML class diagram is highly complete and accurate with no hallucinations, though the size attribute's type is a minor inaccuracy.",[],[],[],2025-12-21T09:29:42.700116,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,zero-shot,2,"class FileSystemElement {
  size : Real
  name : String
  location : String
  creationTime : Timestamp
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  asString() : String
}

class File {
  extension : String
  lastModificationTime : Timestamp
}

class Folder {
}

FileSystemElement ""1"" -- ""1"" Timestamp : creationTime
File ""1"" -- ""1"" Timestamp : lastModificationTime
FileSystemElement <|-- File
FileSystemElement <|-- Folder
Folder ""1"" *-- ""0..*"" FileSystemElement",0.8235294117647058,0.7,0.7567567567567567,14,6,3,4.4,3.8,4.8,0.5477225575051661,0.4472135954999579,0.4472135954999579,"{'completeness': [4, 4, 4, 5, 5], 'correctness': [3, 4, 4, 4, 4], 'hallucination': [5, 5, 4, 5, 5]}",The UML class diagram is largely complete and free of hallucinations but contains some modeling errors and a minor omission in relationship multiplicities.,[],[],[],2025-12-21T09:30:31.267019,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,zero-shot,3,"class FileSystemElement {
  size : Real
  name : String
  location : String
  creationTime : Timestamp
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  asString() : String
}

class File {
  extension : String
  lastModificationTime : Timestamp
}

class Folder {
}

FileSystemElement ""1"" -- ""1"" Timestamp : creationTime >
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" -- ""1"" Timestamp : lastModificationTime >
Folder ""1"" *-- ""0..*"" FileSystemElement
FileSystemElement ""1"" -- ""1"" Folder",0.8421052631578947,0.8,0.8205128205128205,16,4,3,5.0,4.2,4.6,0.0,1.0954451150103321,0.8944271909999159,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [5, 3, 5, 3, 5], 'hallucination': [5, 5, 5, 3, 5]}",The UML class diagram fully and accurately captures all functional requirements for the file system elements without any omissions or fabrications.,[],[],[],2025-12-21T09:31:32.242962,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,zero-shot,4,"class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  asString() : String
}

class File {
  extension : String
}

class Folder {
}

FileSystemElement ""1"" -- ""1"" Timestamp : creationTimestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" -- ""1"" Timestamp : lastModificationTimestamp
Folder ""1"" o-- ""0..*"" FileSystemElement
FileSystemElement ""1"" -- ""1"" Folder",0.8823529411764706,0.75,0.8108108108108107,15,5,2,5.0,4.0,5.0,0.0,0.7071067811865476,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [4, 4, 3, 4, 5], 'hallucination': [5, 5, 5, 5, 5]}","The diagram is highly complete and accurate with no hallucinations, but includes a minor type inaccuracy for the size attribute.",[],[],[],2025-12-21T09:32:29.482027,REQ-01 REQ-02 ALL.json
REQ-01,deepseek/deepseek-v3.2,zero-shot,0,"class FileSystemElement {
    name : String
    size : float
    location : String
    getCreationTimestamp() : String
}

class Timestamp {
    day : int
    month : int
    year : int
    hour : int
    minute : int
    second : int
    getFullTimestamp() : String
}

class File {
    extension : String
    getLastModificationTimestamp() : String
}

class Folder {
    getContents() : List<FileSystemElement>
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" o-- ""*"" FileSystemElement",0.8333333333333334,0.75,0.7894736842105262,15,5,3,3.6,3.6,4.4,0.5477225575051661,0.5477225575051661,0.8944271909999159,"{'completeness': [4, 3, 4, 4, 3], 'correctness': [4, 4, 4, 3, 3], 'hallucination': [5, 5, 5, 3, 4]}","The diagram is largely complete and correct with no hallucinations, but misses the last modification timestamp for File, slightly impacting its accuracy.",[],[],[],2025-12-21T09:33:37.526583,REQ-01 REQ-02 ALL.json
REQ-01,deepseek/deepseek-v3.2,zero-shot,1,"class FileSystemElement {
    name : String
    size : float
    location : String
    creationTimestamp : Timestamp
}

class Timestamp {
    day : int
    month : int
    year : int
    hour : int
    minute : int
    second : int
    getAsString() : String
}

class File {
    extension : String
    lastModifiedTimestamp : Timestamp
}

class Folder {
    elements : Collection<FileSystemElement>
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" o-- ""*"" FileSystemElement",0.7142857142857143,0.75,0.7317073170731706,15,5,6,4.4,3.8,5.0,0.5477225575051661,0.8366600265340756,0.0,"{'completeness': [4, 5, 5, 4, 4], 'correctness': [4, 4, 5, 3, 3], 'hallucination': [5, 5, 5, 5, 5]}",The diagram is largely complete and accurate but has minor omissions in relationships and slight inaccuracies in modeling containment and timestamp associations.,[],[],[],2025-12-21T09:35:06.897111,REQ-01 REQ-02 ALL.json
REQ-01,deepseek/deepseek-v3.2,zero-shot,2,"class FileSystemElement {
    size : double
    name : String
    location : String
    getTimestamp() : String
}

class Timestamp {
    day : int
    month : int
    year : int
    hour : int
    minute : int
    second : int
    getTimestamp() : String
}

class File {
    extension : String
}

class Folder {
    elements : Collection<FileSystemElement>
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" o-- ""*"" FileSystemElement",0.7894736842105263,0.75,0.7692307692307692,15,5,4,3.8,3.0,4.4,0.4472135954999579,0.0,0.8944271909999159,"{'completeness': [4, 4, 4, 4, 3], 'correctness': [3, 3, 3, 3, 3], 'hallucination': [5, 4, 5, 5, 3]}","The diagram is largely complete and accurate but misses the crucial last modification timestamp for File, affecting its correctness.",[],[],[],2025-12-21T09:36:22.699318,REQ-01 REQ-02 ALL.json
REQ-01,deepseek/deepseek-v3.2,zero-shot,3,"@startuml

class FileSystemElement {
    name : string;
    size : float;
    location : string;
    createdTimestamp : Timestamp;
    getCreatedTimestamp() : string;
}

class Timestamp {
    day : int;
    month : int;
    year : int;
    hour : int;
    minute : int;
    second : int;
    getTimestamp() : string;
}

class File {
    extension : string;
    lastModifiedTimestamp : Timestamp;
    getLastModifiedTimestamp() : string;
}

class Folder {
    elements : List<FileSystemElement>;
}

FileSystemElement ""1"" --> ""1"" Timestamp
Timestamp ""1"" --> ""1"" FileSystemElement

File --|> FileSystemElement
Folder --|> FileSystemElement

Folder ""1"" --> ""*"" FileSystemElement
FileSystemElement ""1"" --> ""1"" Folder

@enduml",0.75,0.3,0.4285714285714285,6,14,2,4.8,3.6,4.2,0.4472135954999579,1.140175425099138,0.8366600265340756,"{'completeness': [5, 4, 5, 5, 5], 'correctness': [4, 3, 4, 2, 5], 'hallucination': [5, 3, 4, 5, 4]}","The diagram is highly complete and largely correct with no hallucinations, but includes a minor error in relationship type for folder containment.",[],[],[],2025-12-21T09:37:22.677497,REQ-01 REQ-02 ALL.json
REQ-01,deepseek/deepseek-v3.2,zero-shot,4,"class FileSystemElement {
    size : double
    name : String
    location : String
    getTimestamp() : String
}

class Timestamp {
    day : int
    month : int
    year : int
    hour : int
    minute : int
    second : int
    getTimestamp() : String
}

class File {
    extension : String
}

class Folder {
    elements : Collection<FileSystemElement>
}

FileSystemElement ""1"" *-- ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" o-- ""*"" FileSystemElement
File ""*"" --> ""1"" Timestamp : lastModified",0.85,0.85,0.85,17,3,3,4.0,3.0,4.0,1.0,0.7071067811865476,0.7071067811865476,"{'completeness': [3, 3, 4, 5, 5], 'correctness': [2, 4, 3, 3, 3], 'hallucination': [4, 5, 4, 3, 4]}","The diagram captures the core structure but has moderate omissions in attributes and relationships, along with significant correctness errors in multiplicities, and a few minor inferred methods.",[],[],[],2025-12-21T09:39:01.176444,REQ-01 REQ-02 ALL.json
REQ-01,openai/gpt-4o-mini,zero-shot,0,"class FileSystemElement {
    size : float;
    name : String;
    location : String;
}

class Timestamp {
    day : int;
    month : int;
    year : int;
    hour : int;
    minute : int;
    second : int;
    toString() : String;
}

class File {
    fileExtension : String;
    lastModified : Timestamp;
}

class Folder {
    elements : List<FileSystemElement;
}

FileSystemElement *-- Timestamp
FileSystemElement --|> FileSystemElement
File --|> FileSystemElement
Folder *-- FileSystemElement
Folder --|> FileSystemElement",0.8888888888888888,0.4,0.5517241379310346,8,12,1,3.4,2.8,3.0,0.5477225575051661,0.4472135954999579,1.0,"{'completeness': [4, 4, 3, 3, 3], 'correctness': [3, 3, 3, 3, 2], 'hallucination': [3, 4, 2, 4, 2]}",The diagram largely aligns with the requirements but includes an invalid self-inheritance and inconsistencies in modeling timestamps and folder containment.,[],[],"[""Self-inheritance relationship 'FileSystemElement --|> FileSystemElement'""]",2025-12-21T09:40:15.101492,REQ-01 REQ-02 ALL.json
REQ-01,openai/gpt-4o-mini,zero-shot,1,"class FileSystemElement {
    name : String;
    size : Float;
    location : String;
}

class Timestamp {
    day : Integer;
    month : Integer;
    year : Integer;
    hour : Integer;
    minute : Integer;
    second : Integer;
    toString() : String;
}

class File {
    fileExtension : String;
    lastModified : Timestamp;
}

class Folder {
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder *-- ""0..*"" FileSystemElement",0.875,0.35,0.4999999999999999,7,13,1,3.8,3.8,5.0,0.8366600265340756,1.3038404810405297,0.0,"{'completeness': [4, 4, 5, 3, 3], 'correctness': [4, 5, 5, 3, 2], 'hallucination': [5, 5, 5, 5, 5]}",The diagram is largely accurate and complete but misses an explicit attribute for the creation timestamp in FileSystemElement and uses an association instead of composition for the timestamp relationship.,[],[],[],2025-12-21T09:41:23.189305,REQ-01 REQ-02 ALL.json
REQ-01,openai/gpt-4o-mini,zero-shot,2,"class FileSystemElement {
    name : String;
    size : Float;
    location : String;
    timestamp : Timestamp;
}

class Timestamp {
    day : Integer;
    month : Integer;
    year : Integer;
    hour : Integer;
    minute : Integer;
    second : Integer;
    toString() : String;
}

class File {
    fileExtension : String;
    lastModified : Timestamp;
}

class Folder {
    elements : List<FileSystemElement>;
}

FileSystemElement <|-- File
FileSystemElement <|-- Folder
Folder *-- FileSystemElement
FileSystemElement o-- Folder",0.8333333333333334,0.25,0.3846153846153846,5,15,1,4.8,4.0,4.0,0.4472135954999579,0.7071067811865476,1.224744871391589,"{'completeness': [5, 5, 5, 5, 4], 'correctness': [5, 4, 4, 4, 3], 'hallucination': [5, 4, 4, 5, 2]}",The UML class diagram fully and accurately captures the specified requirements without any omissions or fabrications.,[],[],[],2025-12-21T09:42:35.363672,REQ-01 REQ-02 ALL.json
REQ-01,openai/gpt-4o-mini,zero-shot,3,"class FileSystemElement {
    size : float;
    name : String;
    location : String;
    timestamp : Timestamp;
}

class Timestamp {
    day : int;
    month : int;
    year : int;
    hour : int;
    minute : int;
    second : int;
    toString() : String;
}

class File {
    fileExtension : String;
    lastModified : Timestamp;
}

class Folder {
    elements : List<FileSystemElement;
}

FileSystemElement --|> Timestamp
FileSystemElement --|> File
FileSystemElement --|> Folder
Folder *-- FileSystemElement",0.625,0.25,0.35714285714285715,5,15,3,4.4,2.2,2.8,0.8944271909999159,0.4472135954999579,1.3038404810405297,"{'completeness': [4, 3, 5, 5, 5], 'correctness': [3, 2, 2, 2, 2], 'hallucination': [2, 3, 2, 5, 2]}",The diagram captures most required elements but misrepresents the relationship between FileSystemElement and Timestamp as inheritance instead of association.,[],[],[],2025-12-21T09:43:37.820950,REQ-01 REQ-02 ALL.json
REQ-01,openai/gpt-4o-mini,zero-shot,4,"class FileSystemElement {
    size : float;
    name : String;
    location : String;
}
class Timestamp {
    day : int;
    month : int;
    year : int;
    hour : int;
    minute : int;
    second : int;
    toString() : String;
}
class File {
    fileExtension : String;
    lastModified : Timestamp;
}
class Folder {
    elements : List<FileSystemElement;
}

FileSystemElement ""1"" --> ""1"" Timestamp
Folder ""1"" o-- ""*"" FileSystemElement
File --|> FileSystemElement
Folder --|> FileSystemElement",0.75,0.3,0.4285714285714285,6,14,2,4.0,3.8,5.0,0.7071067811865476,0.4472135954999579,0.0,"{'completeness': [4, 5, 3, 4, 4], 'correctness': [4, 4, 4, 3, 4], 'hallucination': [5, 5, 5, 5, 5]}",The UML class diagram is largely complete and correct but has minor omissions in relationships and inconsistencies in modeling timestamps and containment.,[],[],[],2025-12-21T09:44:42.835349,REQ-01 REQ-02 ALL.json
REQ-01,z-ai/glm-4-32b,zero-shot,0,"class FileSystemElement {
    size : double;
    name : String;
    location : String;
    timestamp : Timestamp;
}

class Timestamp {
    day : int;
    month : int;
    year : int;
    hour : int;
    minute : int;
    second : int;
    toString() : String;
}

class File {
    fileExtension : String;
    lastModifiedTimestamp : Timestamp;
}

class Folder {
    elements : FileSystemElement[];
}

FileSystemElement --|> File
FileSystemElement --|> Folder
Folder *-- FileSystemElement
Timestamp ""1"" --> ""1"" FileSystemElement",0.625,0.25,0.35714285714285715,5,15,3,4.4,3.2,5.0,0.5477225575051661,1.0954451150103321,0.0,"{'completeness': [5, 4, 5, 4, 4], 'correctness': [3, 3, 2, 5, 3], 'hallucination': [5, 5, 5, 5, 5]}","The diagram is highly complete but contains significant errors in inheritance representation, with no unsupported additions.",[],[],[],2025-12-21T09:45:53.917309,REQ-01 REQ-02 ALL.json
REQ-01,z-ai/glm-4-32b,zero-shot,1,"class FileSystemElement {
    name : String
    size : double
    location : String
    createdTimestamp : Timestamp
}

class Timestamp {
    day : int
    month : int
    year : int
    hour : int
    minute : int
    second : int
    toString() : String
}

class File {
    extension : String
    lastModifiedTimestamp : Timestamp
}

class Folder {
    elements : FileSystemElement[]
}

FileSystemElement ""1"" *-- ""1"" Timestamp
FileSystemElement ""1"" o-- ""1"" Folder
File --|> FileSystemElement
Folder --|> FileSystemElement",0.8,0.8,0.8000000000000002,16,4,4,4.0,2.8,3.6,1.0,0.4472135954999579,1.140175425099138,"{'completeness': [3, 5, 5, 3, 4], 'correctness': [3, 3, 2, 3, 3], 'hallucination': [4, 5, 2, 3, 4]}","The diagram captures most required elements but has moderate issues with relationship direction, multiplicity, and type, leading to a somewhat inaccurate representation of the file system containment.",[],[],[],2025-12-21T09:47:17.509688,REQ-01 REQ-02 ALL.json
